BARON DE LEY, S.A.;14297;ES0114297015
BARON FONYODY INVERSIONES,SICAV,S.A.;33758;ES0133758039
BARRANCO 2000, SICAV,S.A.;14167;ES0114167036
BARRARO, SICAV S.A.;14298;ES0114298039
BASARTE, SICAV, S.A.;14363;ES0114363031
BASASIM INVERSIONES,SICAV,S.A.;14093;ES0114093034
BASE RIOJA 2, SICAV, S.A.;14193;ES0114193032
BASEN INVESTMENT,SICAV,S.A.;13190;ES0113190039
BATFAM INVERSIONES 2000, SICAV, S.A.;14173;ES0114173034
BAYAHIBE CAPITAL, SICAV, S.A.;14174;ES0114174032
BAYER A.G.;20000;DE0005752000
BBVA BANCO FRANCES,S.A.;25991;ARP125991090
BBVA CAPITAL PRIVADO F.C.R.;80660;ES0180660039
BBVA CARTERA DE INVERSIONES, SICAV,  S.A;10149;ES0110149038
BBVA CATALANA CARTERA, SICAV, S.A.;16853;ES0116853039
BCN ECOMANRESA, SICAV, S.A.;73993;ES0173993033
BEACON GROWTH INVESTMENTS,SICAV,S.A.;14424;ES0114424031
BECARMON DE INVERSIONES, SICAV,S.A.;14332;ES0114332036
BECRIGO, SICAV, S.A.;14333;ES0114333034
BEDINVER INTERNACIONAL,SICAV,S.A.;14425;ES0114425038
BEFESA,MEDIO AMBIENTE,S.A.;14491;ES0114491014
BEFINSER, SICAV, S.A.;14426;ES0114426135
BEGOINVEST DE INVERSIONES,SICAV,S.A.;14427;ES0114427034
BEJUVIAL,SICAV,S.A.;14492;ES0114492038
BELEÑA INVERSIONES, SICAV, S.A.;14352;ES0114352034
BELGRAVIA BETA,SICAV,S.A.;33496;ES0133496036
BELGRAVIA DELTA, SICAV,S.A.;33493;ES0133493033
BELORADO AHORRO,SICAV,S.A.;83086;ES0183086034
BELLAGIO INVESTMENTS, SICAV, S.A.;19211;ES0119211037
BELLCIM INVERSIONS, SICAV, S.A.;9216;ES0109216038
BEMASA INVERSIONES, S.A., SICAV;14521;ES0114521034
BENAMIRA INVERSIONES, SICAV, S.A.;83087;ES0183087032
BENARRABA DE INVERSIONES, SICAV, S.A.;14551;ES0114551031
BENCAVA INVERSIONES, SICAV, S.A.;14522;ES0114522032
BENDLER INVESTMENT, SICAV, S.A.;14523;ES0114523030
BERCIAL INVERSIONES,SICAV,S.A.;14576;ES0114576038
BERDIN S INVERSIONES, SICAV, S.A.;14559;ES0114559034
BERDOS INVERSIONES,SICAV,S.A.;14577;ES0114577036
BERGELL SOCIEDAD DE CARTERA, SICAV, S.A.;14583;ES0114583034
BERMAN INVERSIONES FINANCIERAS,SICAV, S.;14591;ES0114591037
BERPARLA INVERSIONES, SICAV, S.A.;14615;ES0114615034
BERZOSA DE INVERSIONES, SICAV, S.A.;14663;ES0114663034
BESSER INVERSIONES, SICAV, S.A.;14661;ES0114661038
BEST TRACK RECORD INVESTMENT,SICAV,S.A.;6190;ES0106190038
BESTER ZINS,SICAV,S.A.;76221;ES0176221036
BETA 4 INVERSIONES FINANCIERAS, SICAV;14584;ES0114584032
BETA FONDOS INTERNACIONAL SICAV,S.A.;14665;ES0114665039
BETEL INVESTMENT,SICAV,S.A.;25932;ES0125932030
BETTERWAY INVESTMENT, SICAV, S.A.;14593;ES0114593033
BETUS INVERSIONES,SICAV,S.A.;14681;ES0114681036
BICHAR DE INV. FINANCIERAS, SICAV, S.A.;14711;ES0114711031
BIEMI INVERSIONES, SICAV S.A.;59340;ES0125934036
BIERZO 99 DE INVERSIONES, SICAV,S.A.;14746;ES0114746037
BILBAO ELCANO INVERSIONES,SICAV,S.A.;14712;ES0114712039
BILBAO EQUITY SICAV;14101;ES0114101035
BILIX FINANCES, SICAV, S.A.;14494;ES0114494034
BILUTOR, SICAV, S.A.;14853;ES0114853031
BINIGABRI,SICAV,S.A.;84978;ES0184978031
BINITAREF, SICAV, S.A.;14713;ES0114713037
BIRIGARRO, SICAV, S.A.;14753;ES0114753033
BITACORA ATLANTICO, SICAV, S.A.;14703;ES0114703038
BITACORA DE VALORES, SICAV,S.A.;14749;ES0114749031
BIZCOCHERO INVERSIONES, SICAV, S.A.;34611;ES0134611039
BLACADER CAMINOS,SICAV,S.A.;14106;ES0114106034
BLACKBULL INVESTMENT, SICAV, S.A.;14107;ES0114107032
BLACK-SCHOLES, SICAV,S.A.;14807;ES0114807037
BLUE DOVE INVERSIONES,SICAV,S.A.;14798;ES0114798038
BLUE NOTE, SICAV,S.A.;42988;ES0142988031
BLUE SEA CARTERA, SICAV, S.A.;14808;ES0114808035
BMS BLUE CHIPS, SICAV,S.A.;45872;ES0145872034
BMS CARTERA, SICAV, S.A.;14899;ES0114899034
BOCCACCIO PLAYA, SICAV,S.A.;14901;ES0114901038
BOCHAN INVESTMENT, SICAV, S.A.;45875;ES0145875037
BODEGAS RIOJANAS, S.A.;15002;ES0115002018
BODENSEE INVESTMENT, SICAV, S.A.;18533;ES0118533035
BOFILL ROS ACTIUS MOBILIARIS, SICAV;15005;ES0115005037
BOGEY INVERSIONES,SICAV,S.A.;15016;ES0115016034
BOI DE INVERSIONES,SICAV,S.A.;57323;ES0157323033
BOJ INVESTMENT, SICAV,S.A.;75258;ES0175258039
BOLINVER S.A. SICAV;15053;ES0115053037
BOLSA ACTIVA,SICAV,S.A.;57324;ES0157324031
BOLSA INTEGRAL, SICAV, S.A.;15041;ES0115041032
BOLSA MIXTA, SICAV, S.A.;15038;ES0115038038
BOLSA TRANSOCEANICA, SICAV, S.A.;15044;ES0115044036
BOLSAGAR, SICAV, S.A.;15059;ES0115059034
BOLSAID DE INVERSIONES, SICAV, S.A.;15055;ES0115055032
BOLSAS Y MERCADOS ESPAÑOLES;15056;ES0115056139
BOLSASUR INVERSIONES 2005, SICAV, S.A.;47595;ES0147595039
BOLSHISPANIA, S.A., SICAV;15064;ES0115064331
BOLSIBER, SICAV, S.A.;15065;ES0115065031
BOMBAY INVESTMENT OFFICE, SICAV, S.A.;15074;ES0115074033
BOND EQUITY, SICAV, S.A.;15092;ES0115092035
BOND INVERSIONES, SICAV, S.A.;15093;ES0115093033
BONDARRIBI INVESTMENTS,SICAV,S.A.;15094;ES0115094031
BONDIVILLE INVERSIONES, SICAV, S.A.;25475;ES0125475030
BONINSA BOLSA, SICAV, S.A.;15095;ES0115095038
BONO ALAGON, SICAV, S.A.;18534;ES0118534033
BOOM CAPITAL,SICAV,S.A.;15052;ES0115052039
BOOMING INVERSIONES, SICAV, S.A.;15100;ES0115100036
BOOTES INVESTMENT,SICAV,S.A.;15075;ES0115075030
BORAU INVERSIONES, SICAV,S.A.;15076;ES0115076038
BORDOLIQUE,SICAV,S.A.;15101;ES0115101034
BORDONAL INVERSIONES, SICAV, S.A.;57077;ES0157077035
BORIZO DE INVERSIONES, SICAV, S.A.;15111;ES0115111033
BOSFORO INVERSIONES,SICAV,S.A.;15077;ES0115077036
BOTINO INVERSIONES,SICAV,S.A.;15113;ES0115113039
BOTTOM UP INVERSIONES, SICAV, S.A.;15132;ES0115132039
BOURDET INVERSIONES,SICAV,S.A.;57078;ES0157078033
BOUSQUET INVERSIONES,SICAV,S.A.;57079;ES0157079031
BOVILA DE INVERSIONES, SICAV, S.A.;15031;ES0115031033
BOYSEP INVESTMENT,SICAV,S.A.;15032;ES0115032031
BRADESPAR,S.A.;APACN;BRBRAPACNOR5
BRAININVEST,SICAV,S.A.;15148;ES0115148035
BRANCH DE INVERSIONES, SICAV, S.A.;15151;ES0115151039
BRARIOS-3,SICAV,S.A.;15103;ES0115103030
BRASILITO, SICAV, S.A.;15167;ES0115167035
BRASKEM,S.A.;KMACN;BRBRKMACNPA4
BREIXO INVERSIONES, SICAV, S.A.;15149;ES0115149033
BRENT INVERSIONES, SICAV, S.A.;15177;ES0115177034
BRIMO DE INVERSIONES, SICAV, S.A.;15200;ES0115200034
BRINVOLNUK TYRO, SICAV, S.A.;47596;ES0147596037
BRISEIDA DIVERSIFICADA, SICAV, S.A.;15152;ES0115152037
BROSNA,SICAV,S.A.;15193;ES0115193031
BRUNARA,S.A.SICAV;37927;ES0137927135
BRUNO 2000 DE INVERSIONES,SICAV,S.A.;15153;ES0115153035
BUCALLAR, SICAV, S.A.;15133;ES0115133037
BUCEFALIA INVERSIONES, SICAV, S.A.;18504;ES0118504036
BUCLE INVERSOR,SICAV,S.A.;15169;ES0115169031
BUDULAQUE ALDAMA,SICAV,S.A.;17179;ES0117179038
BUENAVISTA F.O.G. INVERSIONES, SICAV;15187;ES0115187033
BUENBAS INVERSIONES,SICAV,S.A.;38243;ES0138243037
BUENDIA DE INVERSIONES, SICAV, S.A.;15246;ES0115246037
BUEZUBI, SICAV, S.A.;14923;ES0114923032
BUJARA DE INVERSIONES, SICAV, S.A.;15182;ES0115182034
BULK INVERSIONES, SICAV, S.A.;12797;ES0112797032
BULL CAPITAL, SICAV, S.A.;14931;ES0114931035
BULL INVEST,S.A., SICAV;15244;ES0115244032
BURMAS INVERSIONES,SICAV,S.A.;15188;ES0115188031
BURO BOLSA DE INVERSIONES, SICAV, S.A.;15078;ES0115078034
BURPLAN,SICAV,S.A.;15183;ES0115183032
BURSATIL 2000, SICAV, S.A.;12798;ES0112798030
BUSMONDO S.A. S.I.C.A.V.;15263;ES0115263032
BUSSOLA 99, SICAV, S.A.;15205;ES0115205033
BUTAL INVERSIONES,SICAV,S.A.;17180;ES0117180036
BV PREFERENCIAL INVERSIONES, SICAV, S.A.;55576;ES0155576038
BYB DE VALORES, SICAV, S.A.;12731;ES0112731031
C & S PAMEL INVERSIONES,SICAV,S.A.;15206;ES0115206031
C.A. LA ELECTRICIDAD DE CARACAS;477A1;US12477A1060
C.F.GRAL. INV. FINANCIERAS,SICAV,S.A.;69070;ES0169070036
CABALLERIA INVERSIONES, SICAV, S.A.;18557;ES0118557034
CABDAL INVERSIONES,SICAV,S.A.;15207;ES0115207039
CABORIA INVERSIONES,SICAV,S.A.;15208;ES0115208037
CADI VALORES, SICAV,S.A.;69071;ES0169071034
CADOGAN 37, SICAV, S.A.;69072;ES0169072032
CAELU INVESTMENT, SICAV,S.A.;15292;ES0115292031
CAESAR IMPERATOR I, SICAV,S.A.;15331;ES0115331037
CAIRSA INVEST, SICAV, S.A.;64372;ES0164372031
CAISALDO INVERSIONES, SICAV, S.A.;15191;ES0115191035
CAIXA CASTILLA Y LEON, SICAV, S.A.;15295;ES0115295034
CAIXA GLOBAL, SICAV, S.A.;15283;ES0115283030
CAIXA INVERSIONES 1 SICAV, S.A.;15412;ES0115412134
CAIXA TERRASSA RF, SICAV, S.A.;15369;ES0115369037
CAIXA TERRASSA VIDA 1, SICAV, S.A.;15370;ES0115370035
CAIXASABADELL INVEST, SICAV, S.A.;13696;ES0113696035
CAJA POSTAL DE AHORROS;14985;
CAJALUNA INVERSIONES,SICAV,S.A.;64710;ES0114816038
CALACONTA DE INVERSIONES, SICAV, S.A.;14894;ES0114894035
CALAINVEST-98,S.A., SICAV;16012;ES0116012032
CALANISA,SICAV,S.A.;14895;ES0114895032
CALCEDONIA, SICAV,S.A.;24549;ES0124549033
CALIMA INVEST,SICAV,S.A.;24550;ES0124550031
CALISTEMO INVERSIONES, SICAV, S.A.;14605;ES0114605035
CALLE J CAPITAL AHORRO, SICAV, S.A.;14606;ES0114606033
CAMABI VALORES,SICAV,S.A.;45786;ES0145786036
CAMARMILLA INVERSIONES, SICAV, S.A.;15562;ES0115562037
CAMARMILLA,SICAV,S.A.;74782;ES0174782039
CAMBORITUM, SICAV, S.A.;45787;ES0145787034
CAMBRIDGE AVENUE INVERSIONES,SICAV,S.A.;15551;ES0115551030
CAMELLE INVESTMENT,SICAV,S.A.;5144;ES0105144036
CAMERFRAN,SICAV,S.A.;5172;ES0105172037
CAMINO PASTORA, SICAV, S.A.;15621;ES0115621031
CAMPO DE ORO INVERSIONES,SICAV,S.A.;15656;ES0115656037
CAMPOFRIO ALIMENTACION,S.A.;21501;ES0121501318
CAMPOSENA,SICAV,S.A.;15659;ES0115659031
CAN XULINO, SICAV, S.A.;15691;ES0115691034
CAN.WK FIN SIETE, SICAV, S.A.;15687;ES0115687032
CANALES 2001, SICAV, S.A.;15751;ES0115751036
CANALSA BOLSA, SICAV, S.A.;15811;ES0115811038
CANARIAS AHORRO.SICAV,S.A.;15752;ES0115752034
CANAY DE INVERSIONES, SICAV, .S.A;15881;ES0115881031
CANEELTOO INVESTMENTS, SICAV, S.A.;15848;ES0115848030
CANOVAS 98, SICAV,S.A.;15903;ES0115903033
CANSILU, SICAV, S.A.;15852;ES0115852032
CANTALAPIEDRA INVERSIONES,SICAV,S.A.;25900;ES0125900037
CANTO ASTIAL INVERSIONES,SICAV,S.A.;15931;ES0115931034
CANYAMEL INVERSIONES, SICAV, S.A.;15932;ES0115932032
CAPDAMUNT INVERSIONES,SICAV,S.A.;15885;ES0115885032
CAPGESA, SICAV, S.A.;15978;ES0115978035
CAPILOPA, SICAV, S.A.;15961;ES0115961031
CAPINVER, SICAV, S.A.;15979;ES0115979231
CAPIROTE INVERSIONES, SICAV, S.A.;15886;ES0115886030
CAPITAL 18 BR, SICAV, S.A.;15962;ES0115962039
CAPITAL AT WORK BALANCED,SICAV, S.A.;40622;ES0140622038
CAPITAL AT WORK DEFENSIVE, SICAV, S.A.;6200;ES0106200035
CAPITAL AT WORK DYNAMIC, SICAV, S.A.;40604;ES0140604036
CAPITAL LANGENBURG,SICAV,S.A.;15934;ES0115934038
CAPITAL MEP, SICAV, S.A.;15966;ES0115966030
CAPITAL PAV, SICAV, S.A.;15982;ES0115982037
CAPITAL PENEDES MIXT, S.A., SICAV;15967;ES0115967038
CAPITAL VARIABLE,SICAV, S.A.;9941;ES0109941031
CAPITAL XXI INVERSIONES,SICAV,S.A.;15964;ES0115964035
CAPITALZA, SICAV,S.A.;15983;ES0115983035
CAPPA Y LAMDA,SICAV,S.A.;15984;ES0115984033
CAPQUERS INVERSIONES,SICAV,S.A.;79912;ES0179912037
CAR 2000 INVERSIONES MOBILIARIAS,SICAV,;15986;ES0115986038
CAR 2003 INVERSIONES MOBILIARIAS, SICAV;15987;ES0115987036
CARAMA DE INVERSIONES, SICAV,S.A.;15991;ES0115991038
CARAUNA INVERSIONES, SICAV,S.A.;16051;ES0116051030
CARBAR 2002,SICAV,S.A.;16052;ES0116052038
CARCANTI, SICAV,S.A.;16146;ES0116146038
CARDIEL DE INVERSIONES, SICAV, S.A.;16381;ES0116381031
CARFY, SICAV, S.A.;16399;ES0116399033
CARINA INVESTMENT,SICAV,S.A.;16231;ES0116231038
CARISA INVERSIONES,SICAV,S.A.;16292;ES0116292030
CARIVEGA DE INVERSIONES,SICAV,S.A.;16211;ES0116211030
CARLIENDO INVERSIONES, SICAV, S.A.;16147;ES0116147036
CARMEN INVERSIONES FINANCIERAS, SICAV;16212;ES0116212038
CARO INVERSIONES,SICAV,S.A.;16426;ES0116426034
CAROLA 2000, SICAV, S.A.;16400;ES0116400039
CARPE DIEM INVESTMENT,SICAV,S.A.;16413;ES0116413032
CARRASPIENTES,SICAV,S.A.;16331;ES0116331036
CARRIEDO, SICAV,S.A.;16151;ES0116151038
CARTASA INVERSIONES, SICAV,S.A.;16483;ES0116483035
CARTEALAR,SICAV,S.A.;16293;ES0116293038
CARTEBANC SICAV;16473;ES0116473036
CARTERA 100,SICAV,S.A.;16414;ES0116414030
CARTERA 2M5, SICAV,S.A.;16428;ES0116428030
CARTERA 30, SICAV,S.A.;16459;ES0116459035
CARTERA ALALAY 2007, SICAV, S.A.;55687;ES0155687033
CARTERA ALARCOS,SICAV,S.A.;16294;ES0116294036
CARTERA ALFABIA,SICAV,S.A.;16332;ES0116332034
CARTERA ALHAMAR,SICAV,S.A.;16333;ES0116333032
CARTERA ANDALUZA, SICAV, S.A.;16334;ES0116334030
CARTERA BASEIBAR, S.A. SICAV;16482;ES0116482037
CARTERA BELUGA INVERSIONES, SICAV, S.A.;16152;ES0116152036
CARTERA BELLVER 4, SICAV,S.A.;16391;ES0116391030
CARTERA BELLVER 5, SICAV,S.A.;16382;ES0116382039
CARTERA BELLVER 7, SICAV,S.A.;16351;ES0116351034
CARTERA BELLVER,S.A. SICAV;16561;ES0116561038
CARTERA BETICA, SICAV, S. A.;16335;ES0116335037
CARTERA BINTITRES, SICAV, S.A.;16295;ES0116295033
CARTERA CALOBRA 2, SICAV,S.A.;16362;ES0116362031
CARTERA CALOBRA 3, SICAV,S.A.;16383;ES0116383037
CARTERA CALOBRA 4, SICAV,S.A.;16392;ES0116392038
CARTERA CALOBRA,SICAV,S.A.;16401;ES0116401037
CARTERA CALLEJUELAS, SICAV, S.A.;16336;ES0116336035
CARTERA COMENDADORES, SICAV, S.A.;79406;ES0179406030
CARTERA COSO 29, SICAV, S.A.;16353;ES0116353030
CARTERA CRESA, SICAV, S.A.;16423;ES0116423031
CARTERA DANOA, SICAV, S.A.;16364;ES0116364037
CARTERA DE ACCIONES, SICAV, S.A.(TACISA);16474;ES0116474034
CARTERA DE INVERSIONES ALICUR, SICAV;16296;ES0116296031
CARTERA DE INVERSIONES CANARIAS, SICAV;16354;ES0116354137
CARTERA DE INVERSIONES FAMA, SICAV,S.A.;16365;ES0116365034
CARTERA DE INVERSIONES INVERGAL,SICAV, S;16415;ES0116415037
CARTERA DE INVERSIONES SG4,SICAV,S.A.;16402;ES0116402035
CARTERA DE INVERSIONES VALDEPLANA, SICAV;16355;ES0116355035
CARTERA DE VALORES I.A.F.,SICAV,S.A.;16453;ES0116453038
CARTERA DRAGONERA, SICAV,S.A.;16232;ES0116232036
CARTERA EMPORDA, SICAV, S.A.;16424;ES0116424039
CARTERA EUTOPIA, SICAV,S.A.;16403;ES0116403033
CARTERA EXTRAMUN, SICAV, S.A.;16562;ES0116562036
CARTERA GALATIFE,SICAV,S.A.;16233;ES0116233034
CARTERA GLOBAL,SICAV,S.A.;16367;ES0116367030
CARTERA HERMISAN INVERSIONES, SICAV;44084;ES0144084037
CARTERA INDUSTRIAL REA, S.A.;62292;ES0162292017
CARTERA INICE,SICAV,S.A.;16234;ES0116234032
CARTERA INTEGRAL, SICAV,S.A.;16563;ES0116563034
CARTERA INTERSOL, SICAV, S.A.;62293;ES0162293031
CARTERA INVERONIA, SICAV, S.A.;16564;ES0116564032
CARTERA KEFREN,SICAV,S.A.;16394;ES0116394034
CARTERA LD 78, SICAV, S.A.;16431;ES0116431034
CARTERA MACAM,SICAV,S.A.;16430;ES0116430036
CARTERA MAEN,SICAV,S.A.;16395;ES0116395031
CARTERA MILLENNIUM,SICAV,S.A.;16432;ES0116432032
CARTERA MOBILIARIA, SICAV, S.A.;16470;ES0116470032
CARTERA MUDEJAR,SICAV .S.A.;16417;ES0116417033
CARTERA OPTURSA, SICAV,S.A.;16361;ES0116361033
CARTERA PIRINEO, SICAV, S.A.;16492;ES0116492036
CARTERA REAL WIND ISABA SIGLO XXI, SICAV;16370;ES0116370034
CARTERA ROIS, SICAV, S.A.;16476;ES0116476039
CARTERA SERTORIO,SICAV,S.A.;16433;ES0116433030
CARTERA SUROESTE, SICAV, S.A.;16457;ES0116457039
CARTERA TEVAL, SICAV, S.A.;15297;ES0115297030
CARTERA TRAMO I, SICAV,S.A.;16434;ES0116434038
CARTERA VILADECANS, SICAV;82526;ES0182526030
CARTERA XEITOSIÑA, SICAV, S.A.;16566;ES0116566037
CASA GLORIA INVERSIONES, SICAV, S.A.;55486;ES0155486030
CASA-SANZ,SICAV,S.A.;16716;ES0116716038
CASAYU INVERSIONES,SICAV,S.A.;16757;ES0116757032
CASH FLOW INVERSIONES, SICAV, S.A.;16731;ES0116731037
CASIGRAMA INVERSIONES,SICAV,S.A.;16758;ES0116758030
CASIVIDA, SICAV, S.A.;16791;ES0116791031
CASONS INVERSIONES, SICAV, S.A.;16792;ES0116792039
CASSIOPEIA INVESTMENT,SICAV,S.A.;16811;ES0116811037
CASTALIA AHORRO, SICAV, S.A.;16797;ES0116797038
CASTENINVER, SICAV, S.A.;15525;ES0115525034
CASTEPLAN-12,SICAV,S.A.;16842;ES0116842032
CASTILLA LA MANCHA 2005 PATRIMONIO,SICAV;16812;ES0116812035
CASTILLA LEON 2005 PATRIMONIO, SICAV;16798;ES0116798036
CASTILLA LEON 2006 PATRIMONIO, SICAV;16799;ES0116799034
CASTILLA LEON 2007 PATRIMONIO, SICAV;16801;ES0116801038
CASTILLA LEON, 2007 PREMIER, SICAV;16800;ES0116800030
CASTLEWOOD,SICAV,S.A.;16828;ES0116828031
CASVA DE INVERSIONES,SICAV,S.A.;16844;ES0116844038
CATAFIM, SICAV, S.A.;15528;ES0115528038
CATAY INVESTMENT,SICAV,S.A.;12319;ES0112319035
CATIMSA INVERSIONES, S.A., SICAV;41690;ES0106011036
CATIRA INVESTMENT, SICAV;6012;ES0106012034
CATOC, SICAV, S.A.;16960;ES0116960032
CAULES DE INVERSIONES, SICAV, S.A.;75467;ES0175467036
CAVER CRESPI. SICAV,S.A.;19731;ES0119731034
CAVOLO INVERSIONES, SICAV;16976;ES0116976038
CBH GLOBAL, S.A., SICAV;16986;ES0116986037
CCEAFAL, SICAV, S.A.;16962;ES0116962038
CCR INVEST 2001, SICAV, S.A.;16987;ES0116987035
CEBAL INVERSIONES,SICAV,S.A.;17041;ES0117041030
CEBEMAR DE INVERSIONES,SICAV,S.A.;17042;ES0117042038
CEIBA INVERSIONES, SICAV;17023;ES0117023038
CELEBES INVERSIONES,SICAV,S.A.;17612;ES0117612038
CEMENTOS PORTLAND VALDERRIVAS, S.A.;17390;ES0117390411
CENTAURUS 2002,SICAV,S.A.;17521;ES0117521031
CENTRAIS ELE. BRASILEIRA S.A. ELETROBRAS;ETACN;BRELETACNPB7
CENTRAL DE VALORES S. A. SICAV;17720;ES0117720138
CERAL 2000 INVERSIONES, SICAV, S.A.;18068;ES0118068032
CERALF INVERSIONES, SICAV, S.A.;18069;ES0118069030
CERES INVERSIONES,S.A. SICAV;74237;ES0174237034
CETUS INVERSIONES, SICAV,S.A.;18491;ES0118491036
CIA. DE INVERSIONES CINSA S.A.;55580;ES0155580014
CIA.DE DISTRIBUCION INTEGRAL LOGISTA,S.A;60973;ES0160973014
CIA.ESPAñOLA DE PETROLEOS, S.A.;32580;ES0132580319
CIA.GENERAL DE INVERSIONES, SICAV;41960;ES0141960635
CIA.INVERSIONES MOBILIARIAS BARCINO,S.A.;55972;ES0155972237
CIA.LEVANTINA, EDIFICACION DE O.PUBLICAS;58300;ES0158300410
CIA.LOGISTICA DE HIDROCARBUROS CLH,S.A.;10480;ES0110480219
CIA.VINICOLA DEL NORTE DE ESPAÑA;84140;ES0184140210
CIE AUTOMOTIVE, S.A.;5630;ES0105630315
CIF INVERSIONES, SICAV, S.A.;5631;ES0105631032
CIFUENTES DE INVERSIONES,SICAV,S.A.;18626;ES0118626037
CIGARRAL DE INVERSIONES,SICAV,S.A.;18627;ES0118627035
CIMBALARIA, SICAV, S.A.;18642;ES0118642034
CINAMON INVESTMENT,SICAV,S.A.;18657;ES0118657032
CININVER FINANZAS,SICAV,S.A.;18899;ES0118899030
CINTRA CONC.DE INF.DE TRANSPORTE,S.A.;18900;ES0118900010
CISEVI INVERSIONES, SICAV, S.A.;18906;ES0118906033
CITERON BOLSA, SICAV, S.A.;18871;ES0118871039
CJ PROFIT, SICAV, S.A.;18924;ES0118924036
CJ TRADITIONAL, SICAV, S.A.;13725;ES0113725032
CLARA INVERSIONES, SICAV, S.A.;13726;ES0113726030
CLARIANO DE INVERSIONES, SICAV, S.A.;18934;ES0118934035
CLAROL INVERSIONES,SICAV,S.A.;18943;ES0118943036
CLAVIJO INVERSIONES,SICAV,S.A.;18971;ES0118971037
CLEAR DE INVERSIONES, SICAV;18985;ES0118985037
CLEOMER, SICAV,S.A.;19001;ES0119001032
CLIDOS OPORTUNITY, SICAV, S.A.;19002;ES0119002030
CLINICA BAVIERA, S.A.;19037;ES0119037010
CLINVER GESTION PATRIMONIAL,SICAV,S.A.;19077;ES0119077032
CLOVELLY INVESTMENT,SICAV,S.A.;19066;ES0119066035
CLUB BANCOMERCIO CIBELES, S.A., SICAV;19073;ES0119073031
CLYTES 2001, SICAV,S.A.;19169;ES0119169037
CMA GLOBAL 1999, SICAV, S.A.;19171;ES0119171033
CMA GLOBAL 2000,SICAV,S.A.;19181;ES0119181032
CMA GLOBAL INVESTMENTS,SICAV, S.A.;19182;ES0119182030
COANTISA INVERSIONES, SICAV, S.A.;24036;ES0124036031
COBATILLA INVERSIONES, SICAV, S.A.;45551;ES0145551034
CODERE, S.A.;19256;ES0119256115
CODIGOS GENERICOS BOLSA BARCELONA;4;
CODIGOS GENERICOS BOLSA DE BILBAO;5;
CODIGOS GENERICOS BOLSA DE VALENCIA;3;
COFITUR INVERSIONES, SICAV, S.A.;19290;ES0119290031
COKEFIN 99,SICAV,S.A.;19306;ES0119306035
COLEVI INVERSIONES,SICAV,S.A.;19351;ES0119351031
COLUMBUS INVERSIONES 2000,SICAV,S.A.;19461;ES0119461038
COLLBATO INVEST,S.A.,SICAV;19541;ES0119541037
COM.ENERGETICA DE MINAS GERAIS-CEMIG;MIGAC;BRCMIGACNPR3
COMBRAY CARTERA, SICAV, S.A.;19556;ES0119556035
COMEBACK CONSULTANCY,SICAV,S.A.;19601;ES0119601039
COMERMATICA-KABAKH, SICAV,S.A.;20971;ES0120971033
COMPA IA DE TRANVIAS DE GIJON, SICAV;80570;ES0180570030
COMPANHIA PARANAENSE DE ENERGIA-COPEL B;ELACN;BRCPLEACNPB9
COMPANHIA VALE DO RIO DOCE;LEACN;BRVALEACNPA3
COMPASS INVERSIONES, SICAV, S.A.;21052;ES0121052031
COMPETITIVE INVESTMENT,SICAV,S.A.;21053;ES0121053039
CONARAZ INVERSIONES,SICAV,S.A.;21135;ES0121135034
CONCORDIA DE INVERS. MEDIT., SICAV, S.A.;21171;ES0121171039
CONFIDENCE INVESTMENT, SICAV, S.A.;21331;ES0121331039
CONOMA INVERSIONES, SICAV,S.A.;21359;ES0121359030
CONQUISTADORES DE INV.SICAV,S.A.;10406;ES0110406032
CONSENTUS 2000, SICAV, S.A.;24496;ES0124496037
CONST.Y AUXILIAR DE FERROCARRILES S.A.;21975;ES0121975017
CONSULBIC, SICAV, S.A.;23611;ES0123611131
CONSULBOLSA, SICAV, S.A.;23612;ES0123612139
CONSULMIX 60-40, SICAV, S.A.;23561;ES0123561039
CONSULNOR EUROACCIONES, SICAV, S.A.;23131;ES0123131031
CONSULNOR I.F. LA RIOJA, SICAV, S.A.;23614;ES0123614036
CONTACT ANDROMEDA INVERSIONES, SICAV;23646;ES0123646038
CONTEMPORANIA D INVERSIONS, SICAV, S.A.;23648;ES0123648034
CONTINENTAL DEL MAR,SICAV,S.A.;23701;ES0123701031
COOPERATIVISME, SICAV, S.A.;23986;ES0123986038
COPEY INVESTMENT,SICAV,S.A.;23999;ES0123999031
CORAL CARMA, SICAV, S.A.;24004;ES0124004039
CORATRIL,SICAV,S.A.;24011;ES0124011034
CORDILA PENSIONES, SICAV S.A.;67469;ES0167469032
CORDOBA AHORRO, SICAV, S.A.;24031;ES0124031032
CORELLA PATRIMONIO, SICAV, S.A.;24136;ES0124136039
CORFIN INVERSIONES,SICAV,S.A.;24146;ES0124146038
CORO PATRIMONIO, SICAV, S.A.;24138;ES0124138035
CORONA AUSTRALIS INVESTMENT,SICAV,S.A.;24161;ES0124161037
CORPORACION DE INVERSIONES MOBILIARIAS,;24243;ES0124243033
CORPORACION DERMOESTETICA, S.A.;24204;ES0124204019
CORPORACION FINANCIERA ALBA, S.A.;17160;ES0117160111
CORPORACION GEO, S.A.B. DE C.V.;142C1;MXP3142C1177
CORPORACION UBC INTERNACIONAL,S.A.;CI0A0;CRUBCI0A0015
CORPORAT INVERSIONES, SICAV, S.A.;81231;ES0181231038
